date,sku,product,category,units_sold,weather,holiday
2026-03-11,UMBRELLA,Umbrella,Seasonal,28,rain,
2026-03-11,SOUP,Instant Soup,Packaged,30,rain,
2026-03-11,SODA,Soda Cans,Beverages,36,rain,
2026-03-12,MILK-1L,Milk 1L,Dairy,82,cold,
2026-03-12,BREAD-WHT,White Bread,Bakery,79,cold,
2026-03-12,EGGS-12,Eggs 12 Pack,Protein,62,cold,
2026-03-12,RICE-5KG,Rice 5kg,Staples,33,cold,
2026-03-12,ICECREAM,Ice Cream,Frozen,25,cold,
2026-03-12,UMBRELLA,Umbrella,Seasonal,10,cold,
2026-03-12,SOUP,Instant Soup,Packaged,45,cold,
2026-03-12,SODA,Soda Cans,Beverages,32,cold,
2026-03-13,MILK-1L,Milk 1L,Dairy,86,hot,
2026-03-13,BREAD-WHT,White Bread,Bakery,75,hot,
2026-03-13,EGGS-12,Eggs 12 Pack,Protein,53,hot,
2026-03-13,RICE-5KG,Rice 5kg,Staples,34,hot,
2026-03-13,ICECREAM,Ice Cream,Frozen,47,hot,
2026-03-13,UMBRELLA,Umbrella,Seasonal,7,hot,
2026-03-13,SOUP,Instant Soup,Packaged,15,hot,
2026-03-13,SODA,Soda Cans,Beverages,74,hot,
2026-03-14,MILK-1L,Milk 1L,Dairy,95,cold,
2026-03-14,BREAD-WHT,White Bread,Bakery,100,cold,
2026-03-14,EGGS-12,Eggs 12 Pack,Protein,71,cold,
2026-03-14,RICE-5KG,Rice 5kg,Staples,41,cold,
2026-03-14,ICECREAM,Ice Cream,Frozen,25,cold,
2026-03-14,UMBRELLA,Umbrella,Seasonal,12,cold,
2026-03-14,SOUP,Instant Soup,Packaged,45,cold,
2026-03-14,SODA,Soda Cans,Beverages,37,cold,
2026-03-15,MILK-1L,Milk 1L,Dairy,121,cold,
2026-03-15,BREAD-WHT,White Bread,Bakery,113,cold,
2026-03-15,EGGS-12,Eggs 12 Pack,Protein,82,cold,
2026-03-15,RICE-5KG,Rice 5kg,Staples,42,cold,
2026-03-15,ICECREAM,Ice Cream,Frozen,25,cold,
2026-03-15,UMBRELLA,Umbrella,Seasonal,15,cold,
2026-03-15,SOUP,Instant Soup,Packaged,52,cold,
2026-03-15,SODA,Soda Cans,Beverages,42,cold,
2026-03-16,MILK-1L,Milk 1L,Dairy,97,hot,
2026-03-16,BREAD-WHT,White Bread,Bakery,92,hot,
2026-03-16,EGGS-12,Eggs 12 Pack,Protein,57,hot,
2026-03-16,RICE-5KG,Rice 5kg,Staples,32,hot,
2026-03-16,ICECREAM,Ice Cream,Frozen,69,hot,
2026-03-16,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-03-16,SOUP,Instant Soup,Packaged,15,hot,
2026-03-16,SODA,Soda Cans,Beverages,82,hot,
2026-03-17,MILK-1L,Milk 1L,Dairy,109,hot,
2026-03-17,BREAD-WHT,White Bread,Bakery,67,hot,
2026-03-17,EGGS-12,Eggs 12 Pack,Protein,49,hot,
2026-03-17,RICE-5KG,Rice 5kg,Staples,28,hot,
2026-03-17,ICECREAM,Ice Cream,Frozen,49,hot,
2026-03-17,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-03-17,SOUP,Instant Soup,Packaged,13,hot,
2026-03-17,SODA,Soda Cans,Beverages,56,hot,
2026-03-18,MILK-1L,Milk 1L,Dairy,81,rain,
2026-03-18,BREAD-WHT,White Bread,Bakery,80,rain,
2026-03-18,EGGS-12,Eggs 12 Pack,Protein,53,rain,
2026-03-18,RICE-5KG,Rice 5kg,Staples,27,rain,
2026-03-18,ICECREAM,Ice Cream,Frozen,29,rain,
2026-03-18,UMBRELLA,Umbrella,Seasonal,30,rain,
2026-03-18,SOUP,Instant Soup,Packaged,33,rain,
2026-03-18,SODA,Soda Cans,Beverages,41,rain,
2026-03-19,MILK-1L,Milk 1L,Dairy,88,rain,
2026-03-19,BREAD-WHT,White Bread,Bakery,75,rain,
2026-03-19,EGGS-12,Eggs 12 Pack,Protein,59,rain,
2026-03-19,RICE-5KG,Rice 5kg,Staples,36,rain,
2026-03-19,ICECREAM,Ice Cream,Frozen,23,rain,
2026-03-19,UMBRELLA,Umbrella,Seasonal,32,rain,
2026-03-19,SOUP,Instant Soup,Packaged,34,rain,
2026-03-19,SODA,Soda Cans,Beverages,41,rain,
2026-03-20,MILK-1L,Milk 1L,Dairy,112,hot,
2026-03-20,BREAD-WHT,White Bread,Bakery,65,hot,
2026-03-20,EGGS-12,Eggs 12 Pack,Protein,55,hot,
2026-03-20,RICE-5KG,Rice 5kg,Staples,30,hot,
2026-03-20,ICECREAM,Ice Cream,Frozen,58,hot,
2026-03-20,UMBRELLA,Umbrella,Seasonal,7,hot,
2026-03-20,SOUP,Instant Soup,Packaged,17,hot,
2026-03-20,SODA,Soda Cans,Beverages,57,hot,
2026-03-21,MILK-1L,Milk 1L,Dairy,120,hot,
2026-03-21,BREAD-WHT,White Bread,Bakery,77,hot,
2026-03-21,EGGS-12,Eggs 12 Pack,Protein,61,hot,
2026-03-21,RICE-5KG,Rice 5kg,Staples,37,hot,
2026-03-21,ICECREAM,Ice Cream,Frozen,66,hot,
2026-03-21,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-03-21,SOUP,Instant Soup,Packaged,21,hot,
2026-03-21,SODA,Soda Cans,Beverages,78,hot,
2026-03-22,MILK-1L,Milk 1L,Dairy,120,hot,
2026-03-22,BREAD-WHT,White Bread,Bakery,78,hot,
2026-03-22,EGGS-12,Eggs 12 Pack,Protein,69,hot,
2026-03-22,RICE-5KG,Rice 5kg,Staples,40,hot,
2026-03-22,ICECREAM,Ice Cream,Frozen,68,hot,
2026-03-22,UMBRELLA,Umbrella,Seasonal,9,hot,
2026-03-22,SOUP,Instant Soup,Packaged,19,hot,
2026-03-22,SODA,Soda Cans,Beverages,70,hot,
2026-03-23,MILK-1L,Milk 1L,Dairy,90,hot,
2026-03-23,BREAD-WHT,White Bread,Bakery,72,hot,
2026-03-23,EGGS-12,Eggs 12 Pack,Protein,54,hot,
2026-03-23,RICE-5KG,Rice 5kg,Staples,30,hot,
2026-03-23,ICECREAM,Ice Cream,Frozen,48,hot,
2026-03-23,UMBRELLA,Umbrella,Seasonal,7,hot,
2026-03-23,SOUP,Instant Soup,Packaged,16,hot,
2026-03-23,SODA,Soda Cans,Beverages,63,hot,
2026-03-24,MILK-1L,Milk 1L,Dairy,111,hot,
2026-03-24,BREAD-WHT,White Bread,Bakery,66,hot,
2026-03-24,EGGS-12,Eggs 12 Pack,Protein,60,hot,
2026-03-24,RICE-5KG,Rice 5kg,Staples,27,hot,
2026-03-24,ICECREAM,Ice Cream,Frozen,48,hot,
2026-03-24,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-03-24,SOUP,Instant Soup,Packaged,17,hot,
2026-03-24,SODA,Soda Cans,Beverages,66,hot,
2026-03-25,MILK-1L,Milk 1L,Dairy,90,rain,
2026-03-25,BREAD-WHT,White Bread,Bakery,80,rain,
2026-03-25,EGGS-12,Eggs 12 Pack,Protein,52,rain,
2026-03-25,RICE-5KG,Rice 5kg,Staples,30,rain,
2026-03-25,ICECREAM,Ice Cream,Frozen,28,rain,
2026-03-25,UMBRELLA,Umbrella,Seasonal,32,rain,
2026-03-25,SOUP,Instant Soup,Packaged,34,rain,
2026-03-25,SODA,Soda Cans,Beverages,44,rain,
2026-03-26,MILK-1L,Milk 1L,Dairy,95,cold,
2026-03-26,BREAD-WHT,White Bread,Bakery,77,cold,
2026-03-26,EGGS-12,Eggs 12 Pack,Protein,61,cold,
2026-03-26,RICE-5KG,Rice 5kg,Staples,28,cold,
2026-03-26,ICECREAM,Ice Cream,Frozen,23,cold,
2026-03-26,UMBRELLA,Umbrella,Seasonal,10,cold,
2026-03-26,SOUP,Instant Soup,Packaged,37,cold,
2026-03-26,SODA,Soda Cans,Beverages,39,cold,
2026-03-27,MILK-1L,Milk 1L,Dairy,106,hot,
2026-03-27,BREAD-WHT,White Bread,Bakery,77,hot,
2026-03-27,EGGS-12,Eggs 12 Pack,Protein,60,hot,
2026-03-27,RICE-5KG,Rice 5kg,Staples,34,hot,
2026-03-27,ICECREAM,Ice Cream,Frozen,63,hot,
2026-03-27,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-03-27,SOUP,Instant Soup,Packaged,16,hot,
2026-03-27,SODA,Soda Cans,Beverages,68,hot,
2026-03-28,MILK-1L,Milk 1L,Dairy,131,hot,
2026-03-28,BREAD-WHT,White Bread,Bakery,98,hot,
2026-03-28,EGGS-12,Eggs 12 Pack,Protein,60,hot,
2026-03-28,RICE-5KG,Rice 5kg,Staples,33,hot,
2026-03-28,ICECREAM,Ice Cream,Frozen,69,hot,
2026-03-28,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-03-28,SOUP,Instant Soup,Packaged,17,hot,
2026-03-28,SODA,Soda Cans,Beverages,66,hot,
2026-03-29,MILK-1L,Milk 1L,Dairy,111,cold,
2026-03-29,BREAD-WHT,White Bread,Bakery,93,cold,
2026-03-29,EGGS-12,Eggs 12 Pack,Protein,63,cold,
2026-03-29,RICE-5KG,Rice 5kg,Staples,37,cold,
2026-03-29,ICECREAM,Ice Cream,Frozen,23,cold,
2026-03-29,UMBRELLA,Umbrella,Seasonal,13,cold,
2026-03-29,SOUP,Instant Soup,Packaged,46,cold,
2026-03-29,SODA,Soda Cans,Beverages,41,cold,
2026-03-30,MILK-1L,Milk 1L,Dairy,95,hot,
2026-03-30,BREAD-WHT,White Bread,Bakery,80,hot,
2026-03-30,EGGS-12,Eggs 12 Pack,Protein,60,hot,
2026-03-30,RICE-5KG,Rice 5kg,Staples,31,hot,
2026-03-30,ICECREAM,Ice Cream,Frozen,48,hot,
2026-03-30,UMBRELLA,Umbrella,Seasonal,6,hot,
2026-03-30,SOUP,Instant Soup,Packaged,14,hot,
2026-03-30,SODA,Soda Cans,Beverages,68,hot,
2026-03-31,MILK-1L,Milk 1L,Dairy,82,rain,
2026-03-31,BREAD-WHT,White Bread,Bakery,89,rain,
2026-03-31,EGGS-12,Eggs 12 Pack,Protein,59,rain,
2026-03-31,RICE-5KG,Rice 5kg,Staples,31,rain,
2026-03-31,ICECREAM,Ice Cream,Frozen,25,rain,
2026-03-31,UMBRELLA,Umbrella,Seasonal,32,rain,
2026-03-31,SOUP,Instant Soup,Packaged,27,rain,
2026-03-31,SODA,Soda Cans,Beverages,40,rain,
2026-04-01,MILK-1L,Milk 1L,Dairy,117,hot,
2026-04-01,BREAD-WHT,White Bread,Bakery,85,hot,
2026-04-01,EGGS-12,Eggs 12 Pack,Protein,65,hot,
2026-04-01,RICE-5KG,Rice 5kg,Staples,30,hot,
2026-04-01,ICECREAM,Ice Cream,Frozen,60,hot,
2026-04-01,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-04-01,SOUP,Instant Soup,Packaged,15,hot,
2026-04-01,SODA,Soda Cans,Beverages,69,hot,
2026-04-02,MILK-1L,Milk 1L,Dairy,99,hot,
2026-04-02,BREAD-WHT,White Bread,Bakery,79,hot,
2026-04-02,EGGS-12,Eggs 12 Pack,Protein,59,hot,
2026-04-02,RICE-5KG,Rice 5kg,Staples,29,hot,
2026-04-02,ICECREAM,Ice Cream,Frozen,67,hot,
2026-04-02,UMBRELLA,Umbrella,Seasonal,7,hot,
2026-04-02,SOUP,Instant Soup,Packaged,17,hot,
2026-04-02,SODA,Soda Cans,Beverages,78,hot,
2026-04-03,MILK-1L,Milk 1L,Dairy,108,hot,
2026-04-03,BREAD-WHT,White Bread,Bakery,82,hot,
2026-04-03,EGGS-12,Eggs 12 Pack,Protein,48,hot,
2026-04-03,RICE-5KG,Rice 5kg,Staples,34,hot,
2026-04-03,ICECREAM,Ice Cream,Frozen,47,hot,
2026-04-03,UMBRELLA,Umbrella,Seasonal,6,hot,
2026-04-03,SOUP,Instant Soup,Packaged,17,hot,
2026-04-03,SODA,Soda Cans,Beverages,72,hot,
2026-04-04,MILK-1L,Milk 1L,Dairy,119,hot,
2026-04-04,BREAD-WHT,White Bread,Bakery,94,hot,
2026-04-04,EGGS-12,Eggs 12 Pack,Protein,63,hot,
2026-04-04,RICE-5KG,Rice 5kg,Staples,32,hot,
2026-04-04,ICECREAM,Ice Cream,Frozen,56,hot,
2026-04-04,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-04-04,SOUP,Instant Soup,Packaged,20,hot,
2026-04-04,SODA,Soda Cans,Beverages,80,hot,
2026-04-05,MILK-1L,Milk 1L,Dairy,122,cold,
2026-04-05,BREAD-WHT,White Bread,Bakery,84,cold,
2026-04-05,EGGS-12,Eggs 12 Pack,Protein,77,cold,
2026-04-05,RICE-5KG,Rice 5kg,Staples,33,cold,
2026-04-05,ICECREAM,Ice Cream,Frozen,27,cold,
2026-04-05,UMBRELLA,Umbrella,Seasonal,12,cold,
2026-04-05,SOUP,Instant Soup,Packaged,48,cold,
2026-04-05,SODA,Soda Cans,Beverages,40,cold,
2026-04-06,MILK-1L,Milk 1L,Dairy,94,hot,
2026-04-06,BREAD-WHT,White Bread,Bakery,68,hot,
2026-04-06,EGGS-12,Eggs 12 Pack,Protein,55,hot,
2026-04-06,RICE-5KG,Rice 5kg,Staples,27,hot,
2026-04-06,ICECREAM,Ice Cream,Frozen,55,hot,
2026-04-06,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-04-06,SOUP,Instant Soup,Packaged,15,hot,
2026-04-06,SODA,Soda Cans,Beverages,70,hot,
2026-04-07,MILK-1L,Milk 1L,Dairy,96,rain,
2026-04-07,BREAD-WHT,White Bread,Bakery,78,rain,
2026-04-07,EGGS-12,Eggs 12 Pack,Protein,53,rain,
2026-04-07,RICE-5KG,Rice 5kg,Staples,29,rain,
2026-04-07,ICECREAM,Ice Cream,Frozen,28,rain,
2026-04-07,UMBRELLA,Umbrella,Seasonal,32,rain,
2026-04-07,SOUP,Instant Soup,Packaged,32,rain,
2026-04-07,SODA,Soda Cans,Beverages,37,rain,
2026-04-08,MILK-1L,Milk 1L,Dairy,88,rain,
2026-04-08,BREAD-WHT,White Bread,Bakery,91,rain,
2026-04-08,EGGS-12,Eggs 12 Pack,Protein,64,rain,
2026-04-08,RICE-5KG,Rice 5kg,Staples,31,rain,
2026-04-08,ICECREAM,Ice Cream,Frozen,30,rain,
2026-04-08,UMBRELLA,Umbrella,Seasonal,30,rain,
2026-04-08,SOUP,Instant Soup,Packaged,32,rain,
2026-04-08,SODA,Soda Cans,Beverages,43,rain,
2026-04-09,MILK-1L,Milk 1L,Dairy,95,cold,
2026-04-09,BREAD-WHT,White Bread,Bakery,72,cold,
2026-04-09,EGGS-12,Eggs 12 Pack,Protein,52,cold,
2026-04-09,RICE-5KG,Rice 5kg,Staples,30,cold,
2026-04-09,ICECREAM,Ice Cream,Frozen,21,cold,
2026-04-09,UMBRELLA,Umbrella,Seasonal,10,cold,
2026-04-09,SOUP,Instant Soup,Packaged,37,cold,
2026-04-09,SODA,Soda Cans,Beverages,36,cold,
2026-04-10,MILK-1L,Milk 1L,Dairy,97,hot,
2026-04-10,BREAD-WHT,White Bread,Bakery,65,hot,
2026-04-10,EGGS-12,Eggs 12 Pack,Protein,60,hot,
2026-04-10,RICE-5KG,Rice 5kg,Staples,27,hot,
2026-04-10,ICECREAM,Ice Cream,Frozen,61,hot,
2026-04-10,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-04-10,SOUP,Instant Soup,Packaged,16,hot,
2026-04-10,SODA,Soda Cans,Beverages,65,hot,
2026-04-11,MILK-1L,Milk 1L,Dairy,118,hot,
2026-04-11,BREAD-WHT,White Bread,Bakery,97,hot,
2026-04-11,EGGS-12,Eggs 12 Pack,Protein,72,hot,
2026-04-11,RICE-5KG,Rice 5kg,Staples,35,hot,
2026-04-11,ICECREAM,Ice Cream,Frozen,71,hot,
2026-04-11,UMBRELLA,Umbrella,Seasonal,9,hot,
2026-04-11,SOUP,Instant Soup,Packaged,17,hot,
2026-04-11,SODA,Soda Cans,Beverages,76,hot,
2026-04-12,MILK-1L,Milk 1L,Dairy,101,hot,
2026-04-12,BREAD-WHT,White Bread,Bakery,78,hot,
2026-04-12,EGGS-12,Eggs 12 Pack,Protein,73,hot,
2026-04-12,RICE-5KG,Rice 5kg,Staples,34,hot,
2026-04-12,ICECREAM,Ice Cream,Frozen,69,hot,
2026-04-12,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-04-12,SOUP,Instant Soup,Packaged,16,hot,
2026-04-12,SODA,Soda Cans,Beverages,71,hot,
2026-04-13,MILK-1L,Milk 1L,Dairy,97,hot,
2026-04-13,BREAD-WHT,White Bread,Bakery,76,hot,
2026-04-13,EGGS-12,Eggs 12 Pack,Protein,49,hot,
2026-04-13,RICE-5KG,Rice 5kg,Staples,29,hot,
2026-04-13,ICECREAM,Ice Cream,Frozen,51,hot,
2026-04-13,UMBRELLA,Umbrella,Seasonal,7,hot,
2026-04-13,SOUP,Instant Soup,Packaged,14,hot,
2026-04-13,SODA,Soda Cans,Beverages,67,hot,
2026-04-14,MILK-1L,Milk 1L,Dairy,92,rain,
2026-04-14,BREAD-WHT,White Bread,Bakery,74,rain,
2026-04-14,EGGS-12,Eggs 12 Pack,Protein,52,rain,
2026-04-14,RICE-5KG,Rice 5kg,Staples,33,rain,
2026-04-14,ICECREAM,Ice Cream,Frozen,25,rain,
2026-04-14,UMBRELLA,Umbrella,Seasonal,31,rain,
2026-04-14,SOUP,Instant Soup,Packaged,32,rain,
2026-04-14,SODA,Soda Cans,Beverages,46,rain,
2026-04-15,MILK-1L,Milk 1L,Dairy,99,cold,
2026-04-15,BREAD-WHT,White Bread,Bakery,93,cold,
2026-04-15,EGGS-12,Eggs 12 Pack,Protein,60,cold,
2026-04-15,RICE-5KG,Rice 5kg,Staples,33,cold,
2026-04-15,ICECREAM,Ice Cream,Frozen,29,cold,
2026-04-15,UMBRELLA,Umbrella,Seasonal,13,cold,
2026-04-15,SOUP,Instant Soup,Packaged,46,cold,
2026-04-15,SODA,Soda Cans,Beverages,41,cold,
2026-04-16,MILK-1L,Milk 1L,Dairy,98,cold,
2026-04-16,BREAD-WHT,White Bread,Bakery,88,cold,
2026-04-16,EGGS-12,Eggs 12 Pack,Protein,73,cold,
2026-04-16,RICE-5KG,Rice 5kg,Staples,38,cold,
2026-04-16,ICECREAM,Ice Cream,Frozen,26,cold,
2026-04-16,UMBRELLA,Umbrella,Seasonal,13,cold,
2026-04-16,SOUP,Instant Soup,Packaged,51,cold,
2026-04-16,SODA,Soda Cans,Beverages,42,cold,
2026-04-17,MILK-1L,Milk 1L,Dairy,102,hot,
2026-04-17,BREAD-WHT,White Bread,Bakery,73,hot,
2026-04-17,EGGS-12,Eggs 12 Pack,Protein,53,hot,
2026-04-17,RICE-5KG,Rice 5kg,Staples,29,hot,
2026-04-17,ICECREAM,Ice Cream,Frozen,50,hot,
2026-04-17,UMBRELLA,Umbrella,Seasonal,7,hot,
2026-04-17,SOUP,Instant Soup,Packaged,17,hot,
2026-04-17,SODA,Soda Cans,Beverages,65,hot,
2026-04-18,MILK-1L,Milk 1L,Dairy,103,hot,
2026-04-18,BREAD-WHT,White Bread,Bakery,78,hot,
2026-04-18,EGGS-12,Eggs 12 Pack,Protein,71,hot,
2026-04-18,RICE-5KG,Rice 5kg,Staples,32,hot,
2026-04-18,ICECREAM,Ice Cream,Frozen,70,hot,
2026-04-18,UMBRELLA,Umbrella,Seasonal,9,hot,
2026-04-18,SOUP,Instant Soup,Packaged,20,hot,
2026-04-18,SODA,Soda Cans,Beverages,66,hot,
2026-04-19,MILK-1L,Milk 1L,Dairy,125,hot,
2026-04-19,BREAD-WHT,White Bread,Bakery,79,hot,
2026-04-19,EGGS-12,Eggs 12 Pack,Protein,62,hot,
2026-04-19,RICE-5KG,Rice 5kg,Staples,32,hot,
2026-04-19,ICECREAM,Ice Cream,Frozen,71,hot,
2026-04-19,UMBRELLA,Umbrella,Seasonal,9,hot,
2026-04-19,SOUP,Instant Soup,Packaged,19,hot,
2026-04-19,SODA,Soda Cans,Beverages,69,hot,
2026-04-20,MILK-1L,Milk 1L,Dairy,96,hot,
2026-04-20,BREAD-WHT,White Bread,Bakery,79,hot,
2026-04-20,EGGS-12,Eggs 12 Pack,Protein,51,hot,
2026-04-20,RICE-5KG,Rice 5kg,Staples,30,hot,
2026-04-20,ICECREAM,Ice Cream,Frozen,51,hot,
2026-04-20,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-04-20,SOUP,Instant Soup,Packaged,15,hot,
2026-04-20,SODA,Soda Cans,Beverages,66,hot,
2026-04-21,MILK-1L,Milk 1L,Dairy,107,hot,
2026-04-21,BREAD-WHT,White Bread,Bakery,74,hot,
2026-04-21,EGGS-12,Eggs 12 Pack,Protein,60,hot,
2026-04-21,RICE-5KG,Rice 5kg,Staples,29,hot,
2026-04-21,ICECREAM,Ice Cream,Frozen,62,hot,
2026-04-21,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-04-21,SOUP,Instant Soup,Packaged,15,hot,
2026-04-21,SODA,Soda Cans,Beverages,61,hot,
2026-04-22,MILK-1L,Milk 1L,Dairy,99,hot,
2026-04-22,BREAD-WHT,White Bread,Bakery,85,hot,
2026-04-22,EGGS-12,Eggs 12 Pack,Protein,60,hot,
2026-04-22,RICE-5KG,Rice 5kg,Staples,33,hot,
2026-04-22,ICECREAM,Ice Cream,Frozen,49,hot,
2026-04-22,UMBRELLA,Umbrella,Seasonal,7,hot,
2026-04-22,SOUP,Instant Soup,Packaged,16,hot,
2026-04-22,SODA,Soda Cans,Beverages,72,hot,
2026-04-23,MILK-1L,Milk 1L,Dairy,86,hot,
2026-04-23,BREAD-WHT,White Bread,Bakery,83,hot,
2026-04-23,EGGS-12,Eggs 12 Pack,Protein,60,hot,
2026-04-23,RICE-5KG,Rice 5kg,Staples,28,hot,
2026-04-23,ICECREAM,Ice Cream,Frozen,59,hot,
2026-04-23,UMBRELLA,Umbrella,Seasonal,7,hot,
2026-04-23,SOUP,Instant Soup,Packaged,17,hot,
2026-04-23,SODA,Soda Cans,Beverages,58,hot,
2026-04-24,MILK-1L,Milk 1L,Dairy,111,hot,
2026-04-24,BREAD-WHT,White Bread,Bakery,69,hot,
2026-04-24,EGGS-12,Eggs 12 Pack,Protein,54,hot,
2026-04-24,RICE-5KG,Rice 5kg,Staples,29,hot,
2026-04-24,ICECREAM,Ice Cream,Frozen,47,hot,
2026-04-24,UMBRELLA,Umbrella,Seasonal,6,hot,
2026-04-24,SOUP,Instant Soup,Packaged,15,hot,
2026-04-24,SODA,Soda Cans,Beverages,60,hot,
2026-04-25,MILK-1L,Milk 1L,Dairy,104,cold,
2026-04-25,BREAD-WHT,White Bread,Bakery,82,cold,
2026-04-25,EGGS-12,Eggs 12 Pack,Protein,79,cold,
2026-04-25,RICE-5KG,Rice 5kg,Staples,39,cold,
2026-04-25,ICECREAM,Ice Cream,Frozen,27,cold,
2026-04-25,UMBRELLA,Umbrella,Seasonal,13,cold,
2026-04-25,SOUP,Instant Soup,Packaged,44,cold,
2026-04-25,SODA,Soda Cans,Beverages,39,cold,
2026-04-26,MILK-1L,Milk 1L,Dairy,109,rain,
2026-04-26,BREAD-WHT,White Bread,Bakery,89,rain,
2026-04-26,EGGS-12,Eggs 12 Pack,Protein,73,rain,
2026-04-26,RICE-5KG,Rice 5kg,Staples,36,rain,
2026-04-26,ICECREAM,Ice Cream,Frozen,27,rain,
2026-04-26,UMBRELLA,Umbrella,Seasonal,30,rain,
2026-04-26,SOUP,Instant Soup,Packaged,33,rain,
2026-04-26,SODA,Soda Cans,Beverages,53,rain,
2026-04-27,MILK-1L,Milk 1L,Dairy,104,hot,
2026-04-27,BREAD-WHT,White Bread,Bakery,75,hot,
2026-04-27,EGGS-12,Eggs 12 Pack,Protein,48,hot,
2026-04-27,RICE-5KG,Rice 5kg,Staples,28,hot,
2026-04-27,ICECREAM,Ice Cream,Frozen,51,hot,
2026-04-27,UMBRELLA,Umbrella,Seasonal,6,hot,
2026-04-27,SOUP,Instant Soup,Packaged,15,hot,
2026-04-27,SODA,Soda Cans,Beverages,70,hot,
2026-04-28,MILK-1L,Milk 1L,Dairy,86,hot,
2026-04-28,BREAD-WHT,White Bread,Bakery,84,hot,
2026-04-28,EGGS-12,Eggs 12 Pack,Protein,56,hot,
2026-04-28,RICE-5KG,Rice 5kg,Staples,26,hot,
2026-04-28,ICECREAM,Ice Cream,Frozen,55,hot,
2026-04-28,UMBRELLA,Umbrella,Seasonal,7,hot,
2026-04-28,SOUP,Instant Soup,Packaged,13,hot,
2026-04-28,SODA,Soda Cans,Beverages,63,hot,
2026-04-29,MILK-1L,Milk 1L,Dairy,81,rain,
2026-04-29,BREAD-WHT,White Bread,Bakery,82,rain,
2026-04-29,EGGS-12,Eggs 12 Pack,Protein,61,rain,
2026-04-29,RICE-5KG,Rice 5kg,Staples,27,rain,
2026-04-29,ICECREAM,Ice Cream,Frozen,30,rain,
2026-04-29,UMBRELLA,Umbrella,Seasonal,25,rain,
2026-04-29,SOUP,Instant Soup,Packaged,30,rain,
2026-04-29,SODA,Soda Cans,Beverages,41,rain,
2026-04-30,MILK-1L,Milk 1L,Dairy,93,cold,
2026-04-30,BREAD-WHT,White Bread,Bakery,78,cold,
2026-04-30,EGGS-12,Eggs 12 Pack,Protein,59,cold,
2026-04-30,RICE-5KG,Rice 5kg,Staples,31,cold,
2026-04-30,ICECREAM,Ice Cream,Frozen,25,cold,
2026-04-30,UMBRELLA,Umbrella,Seasonal,10,cold,
2026-04-30,SOUP,Instant Soup,Packaged,36,cold,
2026-04-30,SODA,Soda Cans,Beverages,38,cold,
2026-05-01,MILK-1L,Milk 1L,Dairy,118,hot,
2026-05-01,BREAD-WHT,White Bread,Bakery,88,hot,
2026-05-01,EGGS-12,Eggs 12 Pack,Protein,67,hot,
2026-05-01,RICE-5KG,Rice 5kg,Staples,37,hot,
2026-05-01,ICECREAM,Ice Cream,Frozen,58,hot,
2026-05-01,UMBRELLA,Umbrella,Seasonal,7,hot,
2026-05-01,SOUP,Instant Soup,Packaged,17,hot,
2026-05-01,SODA,Soda Cans,Beverages,80,hot,
2026-05-02,MILK-1L,Milk 1L,Dairy,141,hot,
2026-05-02,BREAD-WHT,White Bread,Bakery,98,hot,
2026-05-02,EGGS-12,Eggs 12 Pack,Protein,77,hot,
2026-05-02,RICE-5KG,Rice 5kg,Staples,42,hot,
2026-05-02,ICECREAM,Ice Cream,Frozen,79,hot,
2026-05-02,UMBRELLA,Umbrella,Seasonal,8,hot,
2026-05-02,SOUP,Instant Soup,Packaged,22,hot,
2026-05-02,SODA,Soda Cans,Beverages,85,hot,
2026-05-03,MILK-1L,Milk 1L,Dairy,99,hot,
2026-05-03,BREAD-WHT,White Bread,Bakery,80,hot,
2026-05-03,EGGS-12,Eggs 12 Pack,Protein,55,hot,
2026-05-03,RICE-5KG,Rice 5kg,Staples,40,hot,
2026-05-03,ICECREAM,Ice Cream,Frozen,64,hot,
2026-05-03,UMBRELLA,Umbrella,Seasonal,10,hot,
2026-05-03,SOUP,Instant Soup,Packaged,18,hot,
2026-05-03,SODA,Soda Cans,Beverages,71,hot,
2026-05-04,MILK-1L,Milk 1L,Dairy,79,rain,
2026-05-04,BREAD-WHT,White Bread,Bakery,80,rain,
2026-05-04,EGGS-12,Eggs 12 Pack,Protein,63,rain,
2026-05-04,RICE-5KG,Rice 5kg,Staples,34,rain,
2026-05-04,ICECREAM,Ice Cream,Frozen,25,rain,
2026-05-04,UMBRELLA,Umbrella,Seasonal,26,rain,
2026-05-04,SOUP,Instant Soup,Packaged,29,rain,
2026-05-04,SODA,Soda Cans,Beverages,46,rain,
2026-05-05,MILK-1L,Milk 1L,Dairy,97,rain,
